Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,124.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,3,115.6,Yes,No,No,No,Male,No,20,No,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,10,117.8,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,142.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,9,9,127.0,No,No,Yes,No,Male,No,21,No,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,140.0,No,No,No,No,Male,No,35,No,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,1,Animation and Multimedia Design,Daytime,Other - 11th School,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,7,7,106.0,Yes,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Divorced,Over 23 years old,1,Nursing,Daytime,Basic Edu 3rd,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,5,5,151.0,No,No,Yes,No,Male,No,47,No,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
Single,3rd phase - general contingent,1,Management (evening attendance),Evening,Secondary Edu,112.0,Portuguese,Master (2nd Cycle),Degree (1st Cycle),2,2,106.4,No,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Degree,130.0,Portuguese,Unknown,Unknown,90,90,130.0,No,No,No,Yes,Male,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Unknown,Unknown,90,90,116.0,No,No,No,No,Female,No,51,No,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout
Married,Over 23 years old,2,Management (evening attendance),Evening,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,120.0,No,No,No,Yes,Female,No,43,No,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Married,Over 23 years old,2,Social Service (evening attendance),Evening,Secondary Edu,100.0,Portuguese,Unknown,Unknown,0,0,100.0,Yes,No,No,Yes,Female,No,41,No,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate
Single,Change of course,2,Management,Daytime,Secondary Edu,130.0,Portuguese,Unknown,Basic Ed. 1st Cycle,9,9,118.5,Yes,No,No,Yes,Male,No,23,No,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate
Single,Change of course,2,Social Service,Daytime,Secondary Edu,129.0,Portuguese,Unknown,8th Year,0,5,118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout
Single,Change of course,1,Management (evening attendance),Evening,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
Single,Short cycle diploma holders,1,Animation and Multimedia Design,Daytime,Prof. Higher Course,130.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,9,130.0,Yes,No,No,No,Male,Yes,22,No,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Spanish,12th Year of Schooling,12th Year of Schooling,192,144,129.8,No,No,No,Yes,Male,No,24,Yes,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Bachelor's,140.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,10,150.0,No,No,No,Yes,Male,No,47,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,111.9,Yes,No,No,Yes,Male,No,41,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,150.1,Yes,No,No,Yes,Male,No,43,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,8,130.0,No,No,No,Yes,Male,No,29,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,2,Informatics Engineering,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,128.0,No,No,No,Yes,Male,No,30,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,2,Management,Daytime,Basic Edu 2nd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,102.5,No,No,No,No,Male,No,26,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,2,Management (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,102.5,No,No,No,No,Male,No,27,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,110.0,No,No,No,Yes,Male,Yes,36,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Basic Edu 3rd,133.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,10,114.0,No,No,No,Yes,Male,No,29,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Edu,120.0,Portuguese,Unknown,Unknown,0,0,128.2,Yes,No,No,Yes,Male,No,35,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,6,3,116.5,No,No,No,Yes,Male,Yes,18,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary Edu,172.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,149.3,No,No,No,Yes,Male,Yes,24,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary Edu,146.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,7,134.1,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,7,126.6,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
Married,Change of course,1,Veterinary Nursing,Daytime,Secondary Edu,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,7,120.0,No,No,No,Yes,Male,No,21,No,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,8,133.5,Yes,No,No,Yes,Male,No,21,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,Degree,2,6,110.0,No,No,No,Yes,Male,No,32,No,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,4,Informatics Engineering,Daytime,Secondary Edu,111.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,5,107.5,Yes,No,No,Yes,Male,Yes,22,No,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout
Single,Holders of other higher courses,1,Agronomy,Daytime,Degree,130.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,9,7,130.0,Yes,No,No,No,Male,No,32,No,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Advertising and Marketing Management,Daytime,Freq Higher Edu,170.0,Portuguese,Unknown,Unknown,0,0,111.6,No,No,No,Yes,Male,No,35,No,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,3rd phase - general contingent,3,Management,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,7,101.0,Yes,No,No,No,Male,No,23,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,6,108.3,No,No,No,Yes,Male,No,39,No,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
Married,Change of course,1,Advertising and Marketing Management,Daytime,Secondary Edu,120.0,Portuguese,Unknown,Unknown,0,0,128.2,No,No,No,Yes,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Degree,110.0,Portuguese,Degree,Basic Ed. 3rd Cycle,4,6,150.0,No,No,No,Yes,Male,No,32,No,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,133.1,Portuguese,Unknown,Unknown,0,0,142.8,No,No,No,Yes,Male,No,20,No,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,100.0,No,No,No,Yes,Male,No,34,No,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Degree (1st cycle),150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,6,150.0,Yes,No,No,Yes,Male,No,44,No,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Tourism,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,10,156.5,No,No,No,Yes,Male,No,53,No,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic Edu 3rd,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,4,98.6,No,No,Yes,No,Male,No,28,No,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Degree,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,130.0,No,No,No,Yes,Male,No,31,No,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,5,9,118.1,No,No,Yes,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,100.0,Portuguese,12th Year of Schooling,Degree,9,10,120.0,No,No,Yes,No,Male,No,44,No,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,142.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,9,127.7,Yes,No,No,Yes,Male,No,19,No,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Animation and Multimedia Design,Daytime,Secondary Edu,130.0,Santomean,12th Year of Schooling,12th Year of Schooling,2,9,130.0,No,No,No,Yes,Male,No,21,Yes,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled
Single,3rd phase - general contingent,1,Informatics Engineering,Daytime,Secondary Edu,148.0,Portuguese,Degree,Basic Ed. 3rd Cycle,3,5,147.7,No,No,No,Yes,Male,Yes,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,170.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,170.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Communication Design,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,7,7,110.2,No,No,No,Yes,Male,No,55,No,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,166.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,4,8,146.4,No,No,No,Yes,Male,No,27,No,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,2,Informatics Engineering,Daytime,Secondary Edu,135.0,Portuguese,Other - 11th Year,Basic Ed. 3rd Cycle,5,5,121.0,No,No,No,Yes,Male,No,19,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,133.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,9,129.9,No,No,No,Yes,Male,No,18,No,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,7,4,132.0,No,No,No,Yes,Male,No,43,No,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,3rd phase - general contingent,3,Tourism,Daytime,Secondary Edu,121.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,6,125.9,Yes,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,159.0,Portuguese,Degree,Degree,2,2,165.7,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,5,Tourism,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,122.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,121.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,9,141.4,No,No,Yes,No,Male,No,29,No,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Equinculture,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,10,156.4,Yes,No,Yes,Yes,Male,No,44,No,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary Edu,146.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,148.5,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,1,140.0,No,No,No,Yes,Male,Yes,20,No,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
Single,Change of course,1,Communication Design,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,8,7,131.7,Yes,No,No,Yes,Male,No,20,No,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,2,Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,104.7,Yes,No,No,Yes,Male,No,36,No,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Tech Specialization Course,150.0,Portuguese,Doctorate,12th Year of Schooling,2,5,150.0,Yes,No,No,Yes,Male,No,19,No,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 years old,1,Veterinary Nursing,Daytime,Basic Edu 3rd,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,90,90,110.0,No,No,No,No,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,120.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,9,129.1,Yes,No,No,Yes,Male,No,18,No,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,1,6,120.0,No,No,No,No,Male,No,24,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,133.1,Portuguese,Degree,Basic Ed. 3rd Cycle,2,5,127.0,No,No,No,Yes,Male,No,20,No,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,9,151.5,No,No,Yes,No,Male,No,45,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change of course,2,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,4,4,126.8,Yes,No,No,Yes,Male,Yes,28,No,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary Edu,160.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,140.8,Yes,No,No,Yes,Male,No,23,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,128.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,7,125.6,Yes,No,No,Yes,Male,No,18,No,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,2,Management,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,4,127.8,Yes,No,No,Yes,Male,No,23,No,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Animation and Multimedia Design,Daytime,Secondary Edu,120.0,Portuguese,Degree,Degree,2,2,120.0,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,131.3,No,No,No,Yes,Male,Yes,22,No,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Other - 11th School,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,5,5,155.7,No,No,No,Yes,Male,No,33,No,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
Single,Short cycle diploma holders,1,Agronomy,Daytime,Prof. Higher Course,130.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,9,6,128.5,No,No,No,Yes,Male,No,21,No,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Management,Daytime,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,5,170.0,No,No,No,Yes,Male,No,45,No,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,100.0,No,No,No,No,Male,No,44,No,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,90,99,107.2,No,No,No,Yes,Male,No,42,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,3rd phase - general contingent,1,Management,Daytime,Secondary Edu,147.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,7,139.3,Yes,No,No,Yes,Male,No,20,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,6,Management,Daytime,Secondary Edu,133.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,6,123.2,Yes,No,No,Yes,Male,No,20,No,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary Edu,137.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,2,8,122.3,Yes,No,No,Yes,Male,Yes,20,No,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,124.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,127.9,Yes,No,No,Yes,Male,No,20,No,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,2,Management,Daytime,Secondary Edu,128.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,6,120.3,No,No,No,Yes,Male,No,19,No,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
Single,Change of institution/course,1,Social Service (evening attendance),Evening,Secondary Edu,120.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,128.5,No,No,Yes,No,Male,No,26,No,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,8,7,150.0,No,No,No,Yes,Male,No,31,No,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,142.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,9,136.1,No,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
